Id,text,target
1515,運輸業におきましては、平成28年５月のオバマ前アメリカ大統領の広島訪問や、広島東洋カープの25年ぶりのリーグ優勝などにより、沿線施設への来訪者が好調に推移し、増収となりました,1.0
2244,キャリア付極薄銅箔は、中華スマホの高機能化と需要拡大により販売量は増加しました,1.0
6,"以上の結果、開発事業部門における売上高は2,196百万円（前期比152.0％増）、営業利益は1,260百万円（前期比114.4％増）となりました",1.0
2075,その他の事業では、契約実行高は前連結会計年度に比べて50.5％減の72億37百万円となりました,0.0
2027,これらの要因の結果、賃料収入及びプロパティ・マネジメント受託に関する売上高が増加しました,1.0
87,営業利益は、海外事業の外貨円換算額の減少による影響はありましたが、原材料安が継続したことや付加価値の高い製品の販売が好調であったこともあり増加しました,1.0
2468,農業用肥料の販売が減少したことにより、売上高は20億41百万円(同1.2％減)となり、営業利益は43百万円(同53.2％減)となった,0.0
1049,そうした影響で、とりわけ国内製紙市場では、競合他社との競争が一段と激しさを増しており、これに加えて海外市場への当社グループのキャッチアップも遅れているため、当事業の事業環境は厳しい状況が続いております,0.0
2588,以上の結果、当連結会計年度の業績は、売上高29億64百万円（前年同期比6.3％増）、営業利益４億９百万円（前年同期比33.7％増）、経常利益４億44百万円（前連結会計年度は56百万円の経常利益）、親会社株主に帰属する当期純利益４億78百万円（前連結会計年度は26百万円の親会社株主に帰属する当期純利益）となりました,1.0
1916,"同事業の主原料である銅の国内建値は、11月から上昇に転じているものの、当連結会計年度平均でトン当たり603,900円となり、前年同期比10.6%の下落となりました",1.0
2206,また、損益面につきましては、営業利益は11億87百万円（同83.3％増）となりました,1.0
488,また、引き続き医薬品や食品等の販売に注力したことなどにより、既存店売上高は前年同期を上回りました,1.0
1892,当連結会計年度における我が国経済は、米国の政権移行や英国のEU離脱問題等、海外情勢の影響等に伴い、先行き不透明な状況が続いたものの、堅い需要に支えられ、戦後３番目の長さとなる穏やかな景気回復の中で推移いたしました,1.0
1174,また原価・経費面では、上期において円高により仕入コストが減少したことに加え、全ての事業で経費の見直しや業務の効率化等を推進しました,1.0
2209,欧州では、基板検査機の売上が順調に推移いたしました,1.0
596,"販売管理費は、モバイル関連サービスに係る販売関連手数料、広告宣伝費及び地代家賃の増加等があり、前年同期比8.6％増の20,113百万円(前年同期 18,515百円)となりました",0.0
1372,"この結果、当セグメントの売上高は11,859百万円（前連結会計年度比5.9％減）、セグメント利益は1,546百万円（同10.7％減）となりました",0.0
1632,当事業年度におけるわが国経済は、企業収益や設備投資に改善が見られ、景気は緩やかな回復基調で推移しましたが、英国のＥＵ離脱問題や米国の大統領選挙の結果、欧州でのテロや極東地域の政情不安などの影響により海外経済の不確実性が高まるなか、為替市場や国際商品市況が不安定な状況で推移いたしました,0.0
1652,なお、セグメント利益は３千８百万円（前年同期はセグメント損失１千３百万円）となりました,1.0
2077,"飲料・食品・その他の合計売上高は6,155百万円（対前期比112.4％）となりました",1.0
876,ショッピングクレジットにつきましては、高級時計・二輪等の業種が牽引し順調に拡大いたしました,1.0
444,"当連結会計年度（平成28年４月１日～平成29年３月31日）の当社グループの経営成績は、売上高は19,069百万円(前期比29.0％増)、営業利益9,046百万円(同29.2％増)、経常利益9,070百万円(同27.5％増)、親会社株主に帰属する当期純利益6,174百万円(同27.6％増)と、すべてにおいて前連結会計年度を27.5％～29.2％上回り、７期連続で過去最高益を更新することとなりました",1.0
161,当社を取り巻くインターネット関連市場につきましては、スマートフォンやタブレット端末の普及と利用の定着によるインターネットのモバイル化が進んでおり、今後も安定的な成長と拡大が期待されております,1.0
1786,このような状況下で、介護システム事業は、本格的な事業展開が遅れ、売上高及び利益が計画より大幅に下回りました,0.0
249,物流業界におきましては、荷動きが回復傾向にあるものの力強さを欠く等、引き続き厳しい経営環境で推移しました,0.0
2439,"以上より、売上高1,819百万円（前年同期は2,262百万円）、セグメント利益（営業利益）は132百万円（前年同期は149百万円のセグメント利益）となっております",0.0
1009,"その結果、売上高は61,285百万円(前年同期比4.1％減少)、セグメント利益は5,168百万円(前年同期比3.1％減少)となりました",0.0
980,ロジスティクス事業では、経済の成長鈍化による影響が新興国の一部地域でみられましたが、カンボジア等、今後大きく成長が見込まれる地域への投資を継続し事業を拡大しました,0.0
1673,"完成工事高は、前連結会計年度と同水準で推移し、前連結会計年度比3.6％減の2,968億円（前連結会計年度は3,079億円）となった",0.0
1964,"売上高は2,701億円で前連結会計年度比153億円(5.4％)の減収となり、営業利益は319億円で前連結会計年度比43億円(11.9％)の減益となりました",0.0
173,また、将来の持続的な発展を見据え、自社開発の住宅建設業者向けパッケージソフトウェアの全面改良といった投資を行ったことで、募集費、教育費に加え研究開発費が増加しましたが、稼働率の向上や受注単価改善などに努めた結果、経費増加分を吸収し増益となっております,0.0
1639,当連結会計年度におけるわが国経済は、政府の経済政策や日銀の金融緩和策により、企業業績、雇用・所得環境は改善し、景気も緩やかな回復基調のうちに推移いたしましたが、中国をはじめとするアジア新興国経済の減速懸念や、英国の欧州連合（ＥＵ）離脱決定、米国新政権への移行など、引き続き先行きは不透明な状況となっております,1.0
1332,この結果、経常利益は前連結会計年度比63億74百万円減少し176億66百万円、親会社株主に帰属する当期純利益は35億53百万円減少し116億34百万円となりました,0.0
822,"また、スマートフォンやタブレット端末の普及に牽引され、インターネットの利用機会や頻度はますます増加しており、特にモバイルコンテンツの市場規模は、平成27年には全体で１兆5,632億円（前年同期比7.3％増）となり、なお拡大が続いております（出所：いずれも総務省「情報通信白書」）",1.0
2126,化学設備プラントおよび一般産業用プラント建設は、請負工事の増加により、前期に比べ増収となりました,1.0
665,"しかしながら、売上総利益の減少を補うには及ばず、営業利益61,563千円(前事業年度に比べ△272,939千円)経常利益44,335千円(前事業年度に比べ△290,282千円)と、いずれも前事業年度を大幅に下回り推移いたしました",0.0
2026,これらの結果、経常利益は前年度比79億51百万円減少し776億４百万円、親会社株主に帰属する当期純利益は、前年度比27億13百万円減少し527億30百万円となりました,0.0
1242,"当期におきましては、引き続き真空ポンプ・送風機ともに順調に出荷が進んだことに加え、部品・修理も伸長し、売上高は前年同期比728百万円（18.4%）増加の4,690百万円となり、損益面におきましては、26百万円改善、セグメント損失335百万円となりました",1.0
2703,自販機分野は、国内市場の業界再編及び国内飲料メーカーの投資抑制に伴う需要減少、中国市場においては、顧客開拓は進むものの、設置計画の見直し等が影響し、売上高、営業損益ともに前連結会計年度を下回りました,0.0
2336,一方、日本経済は企業業績や雇用情勢・所得環境の改善に伴い個人消費は底堅く推移し、緩やかな回復基調が続きました,1.0
158,この結果、部門全体では為替換算の影響により、前期の売上を下回ったものの、現地通貨ベースでは前期の売上を上回りました,1.0
139,機械システム事業は、受注高が減少したことにより、81億9千2百万円と前連結会計年度と比較し、11.1％の減収となり、環境システム事業は、182億7千1百万円と前連結会計年度と比較し、2.5％の減収となりました,0.0
574,産機・建機関連では、企業収益や設備投資にやや改善傾向が見られたことから、民間企業向け各種ポンプ類の商品の販売増加があったものの、前年度大口の商品販売の実績があったことや当期の建設機械類の低調に推移したことなどから、関連部門の売上高は76億48百万円となり、前年同期と比べ３億71百万円(△4.6％)の減収となりました,1.0
1273,当連結会計年度におけるわが国経済は、政府による経済政策などの効果により、企業収益や雇用・所得環境に改善が見られ、個人消費においても持ち直しの動きが続いております,1.0
1043,イメージング分野におきましては、期中に進行した円高が主力の高速度デジタルビデオカメラ等の欧米への輸出額に影響を与えたものの、国内の堅調な受注やアジアでの好調により、前期並みの実績となりました,1.0
1663,その他の事業については、前期第３四半期の初めに子会社を売却した影響などにより、減収となったものの、当期において、当社の九州地区における販売用不動産売却の増加などにより、増益となった,1.0
1903,利益面では、売上原価率が上昇するとともに、販売費を主に販売費及び一般管理費が増加いたしましたことにより、営業利益、経常利益及び親会社株主に帰属する当期純利益は減益となりました,0.0
342,当連結会計年度（平成28年４月１日～平成29年３月31日）におけるわが国経済は、政府・日銀による各種政策効果もあり、景気は緩やかな回復基調が続きました,1.0
792,運送業におきましては、取扱数量は保管外貨物の取扱いに注力し、また保管貨物の荷動きも増えたことから、前期に比し増加しました,1.0
1000,工業機械部門につきましては、国内において、ものづくり補助金などの政府による設備投資促進政策により、期末にかけ受注環境に持ち直しの傾向が続いたものの、来期の補助金を見据えた買い控えもみられました,1.0
2765,新興国・地域においては、ドル高を受けた資本流出が一服し、総じて景気の改善が見られました,1.0
2043,このうち、国内業務部門の資金運用収支は、138億13百万円、役務取引等収支は△16億65百万円、その他業務収支は４百万円となりました,1.0
789,損益面に関しましては、全社一丸となってコストダウンを進めたものの、売上高減少の影響が大きく、棚卸資産評価損を売上原価に計上したことから、営業損失は23億７千万円（前連結会計年度は４億２千５百万円の営業損失）となりました,0.0
1225,"また、利益につきましては、営業利益は3,019百万円と前年同期比36.8％の減益、経常利益は為替差益が930百万円発生し4,750百万円と前期比9.5％の増益、親会社株主に帰属する当期純利益は2,623百万円(前連結会計年度は591百万円の親会社株主に帰属する当期純損失)となりました",1.0
535,以上の結果、回転寿司事業の売上高は676億42百万円（前年同期比2.5％減）となりました,0.0
2730,また、登録受取手数料等の手数料収入は減少したものの、整備業務を行うサービス売上は増加したことから、売上高は57億95百万円（前期比3.6％増）となりました,1.0
916,"以上の結果、当連結会計年度の業績につきましては、売上高17,683百万円（前年同期比3.4％増）、営業利益1,834百万円（同18.7％増）、経常利益1,967百万円（同14.6％増）、親会社株主に帰属する当期純利益1,304百万円（同36.3％増）となりました",1.0
43,当連結会計年度は、顧客企業におけるシステム関連投資やSI関連サービスに対する引き合いは高水準で推移し、また当社グループにおける社内システムの開発等により売上高は順調に伸長いたしました,1.0
1226,このような状況下、当社グループの連結業績の売上高は376億13百万円と前連結会計年度に比べ42億87百万円(12.9%)の増収、営業利益は21億43百万円と前連結会計年度に比べ４億21百万円(24.4%)の増益、経常利益は22億46百万円と前連結会計年度に比べ３億86百万円(20.7%)の増益、親会社株主に帰属する当期純利益は13億35百万円と前連結会計年度に比べ２億78百万円(26.4%)の増益となりました,1.0
2614,"純資産は、利益の積み上げにより株主資本が増加した一方、その他有価証券評価差額金の減少等により、前連結会計年度末比１億円増加の2,832億円となりました",1.0
80,また、海外経済においては、英国のＥＵ離脱や米国大統領選等の影響により不透明な部分があったものの、米国景気が緩やかに回復し、中国を始めとするアジア地域にも持ち直しの動きがみられました,1.0
2738,主要通信キャリア以外の仮想移動体通信事業者（MVNO）の存在感も増し、一契約あたりの売上高(ARPU)は微減を続け、コンテンツビジネスにも影響を及ぼしております,0.0
270,また、日本市場では、軽自動車の販売不振などにより、国内生産はほぼ横ばいで推移いたしました,0.0
1453,一方、営業利益は、「IIJ GIOインフラストラクチャーP2」「IIJ Omnibusサービス(*)」のサービス開始等により費用が先行増加するなか、案件大口化等に伴い売上計上までのリードタイムが長期化し、また、システムインテグレーションにて不採算案件及び販売稼動の低下等があり売上総利益率が低下し、販売管理費の増加を売上総利益の増加で吸収しきれず、減益との結果となりました,0.0
2602,また、改修のため一時生産を休止しておりました広川きのこセンターにおきまして、平成28年９月上旬より霜降りひらたけの収穫・出荷を開始したことなどにより、きのこ全体の生産量は増加いたしました,1.0
475,営業利益は、販売促進活動の効率化や不採算店の圧縮などによる販売費の減少により13億60百万円（前年同期比18.7％増）となり、経常利益は、支払利息の減少などにより12億92百万円（前年同期比23.4％増）となりました,1.0
532,これは、法人税等が低い数値となり、親会社株主に帰属する当期純利益が前年同期比8.4%増となったことによります,1.0
2562,"当セグメントにつきましては、為替の影響に加え、競争激化の影響を受けたこと等により、売上高は前年度比2.7％減の1,567億円（当社単独ベースの受注高は前年度比20.0％増の1,168億円）、営業利益は同38.4％減の75億円となりました",0.0
1255,医薬品事業の売上高は、614億５千４百万円（前連結会計年度比0.6％減）となりました,0.0
2215,セグメント利益は、のれん償却費３億33百万円を計上したものの、上記要因に伴う営業利益の増加に加え、飲食用資材分野における原材料価格の下落などにより、９億45百万円と前年同期比２億41百万円（34.3%）の増益となりました,1.0
267,"その結果、受注高は 8,526百万円と前連結会計年度に比べ 1,531百万円の増加（＋21.9％）、売上高は 6,356百万円と前連結会計年度に比べ 3,191百万円の減少（△33.4％）となり、セグメント損失（営業損失）は66百万円（前連結会計年度はセグメント利益（営業利益）74百万円）となりました",0.0
233,また、経常利益に特別損益、契約者配当準備金繰入額、法人税等合計などを加減した親会社株主に帰属する当期純利益は、経常利益が減少したことにより、416億円（同4.0％減）となりました,0.0
2183,その結果、当セグメントの当連結会計年度の売上高は、73億98百万円と前年同期比32.3％の減収、セグメント利益は９億67百万円と前年同期比38.0％の減益となりました,0.0
2746,人手不足感は一貫して解消せず、ほぼ完全雇用状態となって、雇用所得環境は改善したはずですが、可処分所得は伸び悩み、生活防衛意識が消費を下押しして、消費は伸びず、物価上昇も鈍いままでした,0.0
1256,こうした中、当社グループ販売強化項目を中心に積極的に展開して取り組みましたが、当連結会計年度の外部顧客向売上高は41億２千２百万円（前年同期比5.0%減）、グループ間の取引を含んだ売上高は61億１千２百万円（同10.3%減）となりました,0.0
287,"また、当期第３四半期に発生した船舶売却に伴う減損損失に加えて、一部船舶の収益性低下による減損損失を計上し合計1,564百万円を特別損失に計上しています",0.0
733,経常利益は、金利が低水準で推移した影響に加え、住宅ローンの融資実行増加にともなう初期費用の増加や、顧客の外貨・投資信託取引の減少もあり、50億円（同15.7％減）となりました,0.0
2302,更に当年度においては、当事業の主要な仕入販売商品である紙塗工用バインダーが、仕入先メーカーの国内生産拠点の統廃合推進に伴い、国内一部地域における物流面での相対的な競争力の低下をもたらし、当該地域の主要販売先を失注するなどしたため、バインダーの販売が当初の想定以上に大きく減少しました,0.0
512,これらの結果、当連結会計年度の営業収益は、380億3千5百万円と前連結会計年度に比べ7億4千万円（1.9％）の減収となり、営業利益は7億1千9百万円と前連結会計年度に比べ3千3百万円（4.5％）の減益となり、経常利益は7億6千1百万円と前連結会計年度に比べ2千万円（2.7％）の減益となりました,0.0
810,その結果、当セグメント全体の売上高は、前期比３億70百万円、11.5％減収の28億49百万円となり、セグメント利益は、前期比23百万円減益の51百万円となりました,0.0
1583,電力市場におきましては、スポットの平均価格は年末まで前期を下回る傾向で推移しましたが、原油や液化天然ガス（ＬＮＧ）、石炭等原料費の上昇を受け、電力価格は上昇しました,0.0
1700,営業利益は１億２百万円（前期比１億23百万円、54.7％減）となりました,0.0
815,ＬＰガス業界においては、世帯人員の減少や省エネ機器の普及により、家庭用の需要は減少傾向が続いた,0.0
828,円高に伴う為替差損１億２千７百万円を営業外費用に計上したことから、経常損失は26億２千１百万円（前連結会計年度は６億１千３百万円の経常損失）となり、繰延税金資産の取り崩し５億７千９百万円を法人税等調整額に計上したことから、親会社株主に帰属する当期純損失は32億３千４百万円（前連結会計年度は５億５百万円の親会社株主に帰属する当期純損失）となりました,0.0
279,"当連結会計年度における人材メディア事業の売上高は4,053億円（前連結会計年度比12.8％増）、セグメント利益（セグメントEBITDA）は946億円（前連結会計年度比7.6％増）となりました",1.0
1856,品目別売上収益については、ニューロロジー領域で、「Fycompa」が42億45百万円(前期比17.3％増)と高い成長を確保する一方、抗てんかん剤「Zonegran」が51億67百万円(同32.3％減)、抗てんかん剤「Zebinix」が35億88百万円(同6.2％減)となりました,0.0
250,ポリウレタン材料は、事業構造改善による固定費の減少等により、収益が改善しております,1.0
1757,エレクトロニクス業界は、パソコンやタブレットPCの不況が続いており、スマートフォンは出荷台数の伸び率に鈍化が見られました,0.0
1530,"液体調味食品部門は、業務用調味液の売上が増加し、売上高は3,653百万円と前年同期と比べ105百万円（3.0％）の増収となりましたが、セグメント利益（営業利益）は362百万円と前年同期と比べ35百万円（8.8％）の減益となりました",1.0
1657,これにより当事業分野での通例となっていた年度内での短期の需要変動も当年度は軽微にとどまり、年間を通じて高水準の受注活動が続いた,1.0
1045,各種設備工事等の需要回復に伴い、当社の主力製品である金属系あと施工アンカーの販売は比較的堅調に推移いたしました,1.0
31,"日本において繰延税金資産の取崩しや固定資産の減損損失計上等もあり、親会社株主に帰属する当期純損失は2,511百万円（前期は親会社株主に帰属する当期純利益2,699百万円）となりました",0.0
2631,婦人靴につきましては、モノづくりにこだわった「リーガル」の高価格帯コレクション「プレミアムライン」が徐々に認知されております,1.0
2350,ホテル運営事業では、「ホテルリソル函館」が北海道新幹線の開通効果により、首都圏や東北地区からのお客様を中心に宿泊客数を大幅に増やし、業績が好調に推移いたしました,1.0
2658,また、ポリエチレン及びポリプロピレンは、国内需要を背景に販売が堅調に推移しました,1.0
1428,ドライブ分野は、為替影響に加え、鉄道車両用電機品の海外大口案件が減少したものの、インバータ・サーボが堅調に推移したことにより、売上高は前連結会計年度を上回りましたが、海外生産拠点をはじめとした先行投資等により、営業損益は前連結会計年度を下回りました,1.0
2764,当連結会計年度の業績全般といたしましては、売上高は、モバイル関連サービス及びクラウドコンピューティング関連サービスの牽引等により、前年同期比12.2％増と強い増収基調が継続しました,1.0
842,"これらの結果、自動車関連事業の当連結会計年度の業績は、売上高は140,140百万円（前連結会計年度比894百万円増、0.6％増）、セグメント利益（営業利益）は5,371百万円（前連結会計年度比773百万円増、16.8％増）と増収増益となりました",1.0
2385,当期利益（親会社の所有者に帰属）については、海外での自動車部品取り扱いの増加等により、前連結会計年度を36億円（27.7％）上回る169億円となりました,1.0
1421,損益面につきましては、売上高の増加やコスト低減などに取組みました結果、営業利益は18億２千３百万円（同1.3％増）となりました,1.0
2143,また、加工・業務用分野では顧客のニーズに合わせたきめ細かな対応を行い、両分野とも順調に推移いたしました,1.0
2489,新興国経済は、資源価格の持ち直し等により景況感が改善し、緩やかに回復しました,1.0
1511,その他につきましては、売上高は329百万円（前期比0.4％減）とほぼ前年同期並みとなり、営業損失６百万円（前期営業損失71百万円）となりました,1.0
309,液晶テレビ基板や家電輸送用に用いられる産業用包材の発泡ポリエチレンシート「ミラマット」は、高付加価値製品の販売が好調に推移したことから売上は増加しました,1.0
2574,"③ タイ
　売上高につきましては、為替換算による減収及びインドにおける当社製品搭載車種の販売減少に伴う４輪製品の減少により、6,431百万円（前期比9.4％減）となりました",0.0
1343,原料分野は、天然繊維原料につきましては、国内消費活動の不振や輸入品の増加を要因とする国内産地でのテキスタイル減産の流れを受けて、厳しい事業環境にありました,0.0
490,当連結会計年度におけるわが国の経済は、政府や日本銀行による各種施策効果もあり、引き続き穏やかな回復基調で推移してまいりました,1.0
818,また、中国の温浴業界につきましては、滞在型の娯楽として冬季を中心に人気が高い状況が続いており、競争が激化しております,0.0
2265,鉱山機械需要についても回復の兆しが見られました,1.0
1836,クリーン搬送機器部門において半導体業界の堅調な設備投資を背景に半導体製造装置用機器が増加したこと、産業インフラ部門において大型案件が獲得できたこと、社会インフラシステム部門において官公庁向け電気設備更新が堅調に推移したこと等により、事業全体では、受注高は354億90百万円（前連結会計年度比7.6％増）、売上高は322億88百万円（同2.6％増）となりました,1.0
1748,事業ごとの状況をみますと、電線については、巻線や建設向けが減少しましたが、注力分野である鉄道車両用電線が中国向けを中心に大きく伸長しました,0.0
2544,"その結果、石油関連事業における売上高は、販売数量の減少や販売価格の下落により、前期比12.6％減の6,023億64百万円となった",0.0
2376,これ以外の事業では、協業体制を強化し最大限にシナジー効果を発揮させることにより収益の確保へ繋げた結果、太陽光発電機・ＬＥＤ照明等の売上高は171百万円（同9.3％増）となり、当社連結子会社の株式会社三新電業社及び看板資材株式会社が営む広告用電設資材卸売業の売上高513百万円などを加えた、売上高は879百万円（同3.8％減）となっております,1.0
892,この結果、売上高は363億50百万円（前年同期比0.3％減）となりました,0.0
1885,"このような経済環境のもと、当社グループでは、素形材事業部門と土木建築機材事業部門が堅調に推移し、連結売上高は31,981百万円（前期比5.6％増）となりました",1.0
1302,その結果、受注高につきましては、前連結会計年度比0.6％増の773億65百万円となりました,1.0
2194,なお、売上高、営業利益、経常利益、親会社株主に帰属する当期純利益につきましては、過去最高を更新しました,1.0
2473,当連結会計年度における世界経済は、先進国を中心に総じて緩やかな回復基調が続きました,1.0
521,合板製造事業におきましては、主力商品であるＬＶＬが賃貸住宅向けや非住宅向けを中心に引き続き好調を維持し、増収増益で推移しております,1.0
2038,"当連結会計年度のATM運営事業の営業収益は、前年同期比4.1％増の4,050百万円(前年同期 3,889百万円)となり、営業利益は前年同期比25.1％増の1,437百万円(前年同期 1,149百万円)となりました",1.0
393,セグメント利益は、１億３千万円（前年同期比28.5％減少）となりました,0.0
77,これらの結果、親会社株主に帰属する当期純利益は、22億９千７百万円（同11.6％増）と増益になりました,1.0
262,建設業界においては、民間建設投資が横ばいで推移するなか、公共投資は底堅く、堅調な受注環境が続いた,1.0
1471,海外市場は、小型車減税により需要が増加した中国をはじめ、需要が継続している北米や景気が回復傾向にある欧州およびアジア地域などで販売が堅調に推移しました,1.0
240,しかし、鉄筋・建材部門では、秋以降のスクラップ価格の値上がりでマーケットが上昇し、販売数量・販売金額ともに増加となりました,1.0
721,主要ユーザーである自動車関連業界はワールドワイドな生産体制の構築と生産効率向上に向けた革新投資を進めたが、年初来の円高による企業収益への影響を踏まえ更新投資については抑制的な対応をした,0.0
2374,しかしながら、営業収入は、度重なる台風の影響を受け運休が続いた長瀞ラインくだりをはじめ、各施設で前年同期に比べ減少いたしました,0.0
1284,これらの結果、動物用医薬品・食品加工原材料等卸売事業における売上高は597億62百万円（前期比26.7％増）、営業利益は11億50百万円（前期比23.9％増）となりました,1.0
1058,当連結会計年度（平成28年４月１日～平成29年３月31日）におけるわが国経済は、雇用情勢の堅調な推移、個人消費の持ち直しの動き、輸出の回復、工業投資の増加等を背景に緩やかな回復基調にあったものの、米国の大統領政策の影響や、英国のEU離脱問題、世界的な地政学リスクの高まり、為替の動向等から景気の先行きは不透明であります,1.0
1533,"〈不動産賃貸業〉
　不動産賃貸業部門では、売上高は519百万円（前年同期比9.8％増）、不動産賃貸業利益は311百万円（前年同期比12.2％増）となりました",1.0
799,"以上の結果、当連結会計年度の売上高は52,712百万円（前期比2.0％増）、経常利益は3,973百万円（前期比24.2％増）、親会社株主に帰属する当期純利益は2,724百万円（前期比40.8％増）となりました",1.0
2119,この結果、営業収益は436百万円（前年同期比0.9％減）、営業利益は33百万円（同33.2％減）となりました,0.0
1139,当事業年度におけるわが国経済は、企業収益や雇用情勢は改善傾向で推移し、個人消費や設備投資は持ち直しの動きがみられ、緩やかな回復基調が継続しております,1.0
381,新興国経済は、中国では減速のペースがやや弱まり、他の新興国については持ち直しの動きが見られました,1.0
2277,欧州では、雇用が改善する等、緩やかながら景気の回復がみられました,1.0
1349,当連結会計年度におけるわが国の経済は、英国のＥＵ離脱問題や米国新政権の政策などを始め、海外情勢に大きな変化が見られたものの、景気は雇用・所得環境や企業収益の改善を背景に、緩やかな回復の動きを続けてきた,1.0
1036,電子デバイス事業は、半導体製品用フォトマスクが海外向け及び国内向けともに伸び悩み、前年を下回った,0.0
2786,当連結会計年度における当社グループの売上高は、92億68百万円(前年同期比14.6％増)、営業損失は２億53百万円(前年同期は営業利益１億70百万円)、経常損失は２億62百万円(前年同期は経常利益１億61百万円)、親会社株主に帰属する当期純損失は３億69百万円(前年同期は親会社株主に帰属する当期純利益97百万円)となりました,0.0
106,売上高は、既設海水淡水化プラントのリハビリ工事の売上が前期と比べて少なかったことから、26億82百万円（同57.6％減）となり、営業損益は売上が大幅に減少したことに加え、サウジアラビア向け海水淡水化プラント工事の長期中断に伴って採算性が悪化したことから受注損失引当金の追加計上を行い、５億３百万円の損失（前期は１億40百万円の利益）、受注残高は98億54百万円（前期比2.6％減）となりました,0.0
85,首都圏を中心とした再開発工事等により仮設機材の需要は底堅いが、人手不足や資材高騰による工事着工遅れ等で軽仮設機材の稼働は足踏み状態が続き、売上高は24億８千８百万円（前期比10.0％減）と減収となった,0.0
2788,その他の事業につきましては、オフィス機器販売、リース業、運送業及び保険代理店業などを展開しており、新規・深耕開拓を強化し拡販に努めたものの、リース業における売上原価の増加などにより、やや厳しい状況となりました,0.0
474,以上の結果、当部門の売上高は17億86百万円と前連結会計年度に比べ１億85百万円(9.4%)の減少、営業利益は１億59百万円と前連結会計年度に比べ１億３百万円(39.2%)の減少となりました,0.0
2397,"これらの結果、化粧品・日用品、一般用医薬品卸売事業における売上高は9,220億95百万円（前期比7.2％増）、営業利益は191億14百万円（前期比17.4％増）となりました",1.0
1730,高齢者向けマンション事業におきましては、売上高は堅調に推移いたしました,1.0
1554,"機器売上高は、前年同期比8.6％減の2,994百万円(前年同期 3,275百万円)、売上原価は、前年同期比7.9％減の2,735百万円(前年同期2,969百万円)、売上総利益は前年同期比15.4％減の260百万円(前年同期 306百万円)となりました",0.0
1287,一方、レアアースは、相場低迷及び取扱量の減少により低調に推移しました,0.0
1424,サービス部門では、既存会社、新規連結子会社ともに点検・車検、修理、手数料収入等の受注拡大に注力し、増収増益となりました,1.0
633,"エネルギーソリューション事業は、電気自動車用急速充電器の補助金事業の規模が大幅に縮小したこと等により、売上高8,093百万円（前年同期比11.8％減）、セグメント損失510百万円（前年同期はセグメント損失305百万円）となりました",0.0
2254,"貸出金は、中小企業貸出や消費者ローンは増加しましたが、大企業貸出や地公体向け貸出が減少し、前期末比128億円減少の２兆3,154億円となりました",0.0
629,コメ流通業界におきましては、飼料用米の増産等により生産調整目標（減反目標）が２年連続で達成されたことを受け、主食用のコメ取引の需給が締まり、平成28年産米の価格は前年に続き上昇しました,1.0
2546,一方、保有不動産及び管理不動産の増加に伴うメンテナンスに関する委託費用の増加や、今後の成長に備えた組織拡充による人件費の増加などの要因により、当事業に係る費用負担が増加いたしました,0.0
345,"売上高は6,190億円で前連結会計年度比135億円(2.1％)の減収となり、営業利益は641億円で前連結会計年度比69億円(9.7％)の減益となりました",0.0
2140,加えて、季節に合わせた商品企画として、抹茶フェア、パインフェア、夏塩フェア、いも・栗フェア、ホワイトフェア、いちごフェアを実施したことにより、ファミリーサイズ商品群やマイベネフィット商品群などが好調に推移しました,1.0
2062,企業向けのソフトウェア運用支援サービス収入は、新規顧客の開拓に注力したことによりサービス契約社数が増加したため、前年同期比10.2%増の38億98百万円となりました,1.0
310,この結果、不動産活用事業の売上高は24億13百万円（前期比2.5％減）となり、営業利益は８億90百万円（前期比16.4％減）となりました,0.0
735,集合住宅につきましては、新築では当社の納入時期にあたる住宅着工戸数が主に賃貸住宅の増加によって前期を上回る状況の中、発売以来好評をいただいている小規模マンション・アパート向けシステムの積極的な営業活動により、販売が好調に推移いたしました,1.0
187,コンタクトレンズ業界におきましては、視力補正が必要な方々の生活においてコンタクトレンズが“必需品”として定着している環境を背景にして、１日使い捨てタイプへのシフトが続いていることや、遠近両用やサークルレンズの伸長もあり、市場は緩やかながら成長基調にあるものと推測されます,1.0
2199,社会情報分野は、公共向けの大口案件増加、及び文教向けの案件増加により、売上高、営業損益ともに前連結会計年度を上回りました,1.0
1521,当社グループを取り巻く経営環境においては、首都圏中古マンションの売買件数及び㎡単価の上昇傾向が継続しているものの、在庫件数も並行して増加傾向にあり、リテール市場は活況ながらも慎重な見方が出始めています,1.0
2783,"この結果、当連結会計年度の業績につきましては、、売上高107,763百万円（前年同期比6.4％減）、営業利益3,983百万円（前年同期比48.1％増）、経常利益4,080百万円（前年同期比43.2％増）、親会社株主に帰属する当期純利益2,101百万円（前年同期比38.9％増）となりました",1.0
415,税引前当期利益は前連結会計年度比97％の238億５千９百万円、親会社株主に帰属する当期利益は前連結会計年度比91％の80億２千２百万円となりました,0.0
516,"主要勘定では、預金（譲渡性預金含む）は、個人預金及び法人預金が順調に推移し、前期末比1,179億円増加の３兆2,940億円となりました",1.0
917,経常収益は前連結会計年度比２億95百万円増加し87億84百万円となり、セグメント利益は前連結会計年度比１億54百万円増加し４億37百万円となりました,1.0
344,ロジスティクス事業では、下期に入り自動車関連部品や電子・電気機器関連品等の取扱いが順調に推移したことに加え、新規ビジネスを獲得しました,1.0
